Metric,Dataset,Model,Method,ScoreType,Score
BLEU,wmt14_ruen,EuroLLM 9B,PPL,Raw,0.42737198969175083
BLEU,wmt14_ruen,EuroLLM 9B,PPL,Detrended,0.24729426836056487
BLEU,wmt14_ruen,EuroLLM 9B,MTE,Raw,0.4527473330506991
BLEU,wmt14_ruen,EuroLLM 9B,MTE,Detrended,0.25938822071829226
BLEU,wmt14_ruen,EuroLLM 9B,MCSE,Raw,0.22109964500663606
BLEU,wmt14_ruen,EuroLLM 9B,MCSE,Detrended,0.2426442454290149
BLEU,wmt14_ruen,EuroLLM 9B,MCNSE,Raw,0.2601370009961155
BLEU,wmt14_ruen,EuroLLM 9B,MCNSE,Detrended,0.184789121347376
BLEU,wmt14_ruen,EuroLLM 9B,LSRL,Raw,0.2905818100087515
BLEU,wmt14_ruen,EuroLLM 9B,LSRL,Detrended,0.2335211431446899
BLEU,wmt14_fren,EuroLLM 9B,MSP,Raw,0.15171611246423802
BLEU,wmt14_fren,EuroLLM 9B,MSP,Detrended,0.35762704326913264
BLEU,wmt14_fren,EuroLLM 9B,PPL,Raw,0.4179142215956543
BLEU,wmt14_fren,EuroLLM 9B,PPL,Detrended,0.4136596543166834
BLEU,wmt14_fren,EuroLLM 9B,MTE,Raw,0.4475695478547477
BLEU,wmt14_fren,EuroLLM 9B,MTE,Detrended,0.44508662025530654
BLEU,wmt14_fren,EuroLLM 9B,MCSE,Raw,0.11952007296975559
BLEU,wmt14_fren,EuroLLM 9B,MCSE,Detrended,0.3074166264631847
BLEU,wmt14_fren,EuroLLM 9B,MCNSE,Raw,0.19936275849795235
BLEU,wmt14_fren,EuroLLM 9B,MCNSE,Detrended,0.20462288183706098
BLEU,wmt14_fren,EuroLLM 9B,LSRL,Raw,0.19607851724384318
BLEU,wmt14_fren,EuroLLM 9B,LSRL,Detrended,0.20511999207052906
BLEU,wmt19_deen,EuroLLM 9B,MSP,Raw,0.3125976812483881
BLEU,wmt19_deen,EuroLLM 9B,MSP,Detrended,0.3013768642254152
BLEU,wmt19_deen,EuroLLM 9B,PPL,Raw,0.5217234156284183
BLEU,wmt19_deen,EuroLLM 9B,PPL,Detrended,0.5031033095956037
BLEU,wmt19_deen,EuroLLM 9B,MTE,Raw,0.5216442411542933
BLEU,wmt19_deen,EuroLLM 9B,MTE,Detrended,0.5076588179261042
BLEU,wmt19_deen,EuroLLM 9B,MCSE,Raw,0.2500726769719406
BLEU,wmt19_deen,EuroLLM 9B,MCSE,Detrended,0.28342778920246287
BLEU,wmt19_deen,EuroLLM 9B,MCNSE,Raw,0.3000087156053408
BLEU,wmt19_deen,EuroLLM 9B,MCNSE,Detrended,0.23330454273896864
BLEU,wmt19_deen,EuroLLM 9B,LSRL,Raw,0.3126597833423564
BLEU,wmt19_deen,EuroLLM 9B,LSRL,Detrended,0.2768910359200065
BLEU,wmt19_fien,EuroLLM 9B,MSP,Raw,0.2482901525360478
BLEU,wmt19_fien,EuroLLM 9B,MSP,Detrended,0.34246609940777345
BLEU,wmt19_fien,EuroLLM 9B,PPL,Raw,0.3709874528977555
BLEU,wmt19_fien,EuroLLM 9B,PPL,Detrended,0.3738238184420094
BLEU,wmt19_fien,EuroLLM 9B,MTE,Raw,0.35981769352182763
BLEU,wmt19_fien,EuroLLM 9B,MTE,Detrended,0.3659332502669314
BLEU,wmt19_fien,EuroLLM 9B,MCSE,Raw,0.2147414980982492
BLEU,wmt19_fien,EuroLLM 9B,MCSE,Detrended,0.29452220678355423
BLEU,wmt19_fien,EuroLLM 9B,MCNSE,Raw,0.2596023968187208
BLEU,wmt19_fien,EuroLLM 9B,MCNSE,Detrended,0.24197492555455596
BLEU,wmt19_fien,EuroLLM 9B,LSRL,Raw,0.24975602982260448
BLEU,wmt19_fien,EuroLLM 9B,LSRL,Detrended,0.24471008230951652
BLEU,wmt19_lten,EuroLLM 9B,MSP,Raw,0.13239282539816338
BLEU,wmt19_lten,EuroLLM 9B,MSP,Detrended,0.307711137154798
BLEU,wmt19_lten,EuroLLM 9B,PPL,Raw,0.33972916914247914
BLEU,wmt19_lten,EuroLLM 9B,PPL,Detrended,0.3174860450565805
BLEU,wmt19_lten,EuroLLM 9B,MTE,Raw,0.3457257509254323
BLEU,wmt19_lten,EuroLLM 9B,MTE,Detrended,0.31226829214010615
BLEU,wmt19_lten,EuroLLM 9B,MCSE,Raw,0.09979681714456971
BLEU,wmt19_lten,EuroLLM 9B,MCSE,Detrended,0.25048446411336983
BLEU,wmt19_lten,EuroLLM 9B,MCNSE,Raw,0.2472592543746433
BLEU,wmt19_lten,EuroLLM 9B,MCNSE,Detrended,0.212216054875632
BLEU,wmt19_lten,EuroLLM 9B,LSRL,Raw,0.2444259019885369
BLEU,wmt19_lten,EuroLLM 9B,LSRL,Detrended,0.24510383938738375
BLEU,wmt19_ruen,EuroLLM 9B,MSP,Raw,0.24215945212432755
BLEU,wmt19_ruen,EuroLLM 9B,MSP,Detrended,0.3725140835096756
BLEU,wmt19_ruen,EuroLLM 9B,PPL,Raw,0.3688321202683777
BLEU,wmt19_ruen,EuroLLM 9B,PPL,Detrended,0.37583574494937055
BLEU,wmt19_ruen,EuroLLM 9B,MTE,Raw,0.38495140853243337
BLEU,wmt19_ruen,EuroLLM 9B,MTE,Detrended,0.39217462084606186
BLEU,wmt19_ruen,EuroLLM 9B,MCSE,Raw,0.2292232803264281
BLEU,wmt19_ruen,EuroLLM 9B,MCSE,Detrended,0.28922053001569353
BLEU,wmt19_ruen,EuroLLM 9B,MCNSE,Raw,0.22810773398298495
BLEU,wmt19_ruen,EuroLLM 9B,MCNSE,Detrended,0.22928620822883258
BLEU,wmt19_ruen,EuroLLM 9B,LSRL,Raw,0.25227776352979814
BLEU,wmt19_ruen,EuroLLM 9B,LSRL,Detrended,0.24769665581373684
