Metric,Dataset,Model,Method,ScoreType,Score
MetricX-XXL,wmt14_deen,Gemma 2 9B,LSRL,Raw,0.38299217962201315
MetricX-XXL,wmt14_deen,Gemma 2 9B,LSRL,Detrended,0.3847488173301997
MetricX-XXL,wmt14_ruen,Gemma 2 9B,MSP,Raw,0.2879719813811583
MetricX-XXL,wmt14_ruen,Gemma 2 9B,MSP,Detrended,0.41203265998924177
MetricX-XXL,wmt14_ruen,Gemma 2 9B,PPL,Raw,0.40525993581904507
MetricX-XXL,wmt14_ruen,Gemma 2 9B,PPL,Detrended,0.4274400894545415
MetricX-XXL,wmt14_ruen,Gemma 2 9B,MTE,Raw,0.41877060749996653
MetricX-XXL,wmt14_ruen,Gemma 2 9B,MTE,Detrended,0.4596160440536557
MetricX-XXL,wmt14_ruen,Gemma 2 9B,MCSE,Raw,0.21331033586477557
MetricX-XXL,wmt14_ruen,Gemma 2 9B,MCSE,Detrended,0.3281135577840669
MetricX-XXL,wmt14_ruen,Gemma 2 9B,MCNSE,Raw,0.402494513128116
MetricX-XXL,wmt14_ruen,Gemma 2 9B,MCNSE,Detrended,0.41255875989100316
MetricX-XXL,wmt14_ruen,Gemma 2 9B,LSRL,Raw,0.3628012795189854
MetricX-XXL,wmt14_ruen,Gemma 2 9B,LSRL,Detrended,0.3664191890919645
MetricX-XXL,wmt14_fren,Gemma 2 9B,MSP,Raw,0.13296958626545372
MetricX-XXL,wmt14_fren,Gemma 2 9B,MSP,Detrended,0.2895651149760845
MetricX-XXL,wmt14_fren,Gemma 2 9B,PPL,Raw,0.32557965810185086
MetricX-XXL,wmt14_fren,Gemma 2 9B,PPL,Detrended,0.3295557448846372
MetricX-XXL,wmt14_fren,Gemma 2 9B,MTE,Raw,0.358881838921519
MetricX-XXL,wmt14_fren,Gemma 2 9B,MTE,Detrended,0.3707150082179784
MetricX-XXL,wmt14_fren,Gemma 2 9B,MCSE,Raw,0.12039230309261066
MetricX-XXL,wmt14_fren,Gemma 2 9B,MCSE,Detrended,0.27635624414683424
MetricX-XXL,wmt14_fren,Gemma 2 9B,MCNSE,Raw,0.3301084057838703
MetricX-XXL,wmt14_fren,Gemma 2 9B,MCNSE,Detrended,0.33313650708094805
MetricX-XXL,wmt14_fren,Gemma 2 9B,LSRL,Raw,0.26359125518091653
MetricX-XXL,wmt14_fren,Gemma 2 9B,LSRL,Detrended,0.26403013740208625
MetricX-XXL,wmt19_deen,Gemma 2 9B,MSP,Raw,0.27889275202732866
MetricX-XXL,wmt19_deen,Gemma 2 9B,MSP,Detrended,0.44603712122977707
MetricX-XXL,wmt19_deen,Gemma 2 9B,PPL,Raw,0.41855422914325036
MetricX-XXL,wmt19_deen,Gemma 2 9B,PPL,Detrended,0.4269930151999155
MetricX-XXL,wmt19_deen,Gemma 2 9B,MTE,Raw,0.44045930678700396
MetricX-XXL,wmt19_deen,Gemma 2 9B,MTE,Detrended,0.46694326730361563
MetricX-XXL,wmt19_deen,Gemma 2 9B,MCSE,Raw,0.20092711545519598
MetricX-XXL,wmt19_deen,Gemma 2 9B,MCSE,Detrended,0.40062622084257793
MetricX-XXL,wmt19_deen,Gemma 2 9B,MCNSE,Raw,0.429129299681221
MetricX-XXL,wmt19_deen,Gemma 2 9B,MCNSE,Detrended,0.43641309608783435
MetricX-XXL,wmt19_deen,Gemma 2 9B,LSRL,Raw,0.36225217367285373
MetricX-XXL,wmt19_deen,Gemma 2 9B,LSRL,Detrended,0.3583313796102604
MetricX-XXL,wmt19_fien,Gemma 2 9B,MSP,Raw,0.057621920916927055
MetricX-XXL,wmt19_fien,Gemma 2 9B,MSP,Detrended,0.3520860127194643
MetricX-XXL,wmt19_fien,Gemma 2 9B,PPL,Raw,0.40768056204746056
MetricX-XXL,wmt19_fien,Gemma 2 9B,PPL,Detrended,0.40715860536573206
MetricX-XXL,wmt19_fien,Gemma 2 9B,MTE,Raw,0.4542775273396426
MetricX-XXL,wmt19_fien,Gemma 2 9B,MTE,Detrended,0.4460788738055472
MetricX-XXL,wmt19_fien,Gemma 2 9B,MCSE,Raw,-0.026988033407255686
MetricX-XXL,wmt19_fien,Gemma 2 9B,MCSE,Detrended,0.26597296218259153
MetricX-XXL,wmt19_fien,Gemma 2 9B,MCNSE,Raw,0.36280167581839434
MetricX-XXL,wmt19_fien,Gemma 2 9B,MCNSE,Detrended,0.36366098932118146
MetricX-XXL,wmt19_fien,Gemma 2 9B,LSRL,Raw,0.3387766817466965
MetricX-XXL,wmt19_fien,Gemma 2 9B,LSRL,Detrended,0.3607088401717293
MetricX-XXL,wmt19_lten,Gemma 2 9B,MSP,Raw,0.24074268132569707
MetricX-XXL,wmt19_lten,Gemma 2 9B,MSP,Detrended,0.348526574657116
MetricX-XXL,wmt19_lten,Gemma 2 9B,PPL,Raw,0.330852150013128
MetricX-XXL,wmt19_lten,Gemma 2 9B,PPL,Detrended,0.3419220043985734
MetricX-XXL,wmt19_lten,Gemma 2 9B,MTE,Raw,0.3353989707193578
MetricX-XXL,wmt19_lten,Gemma 2 9B,MTE,Detrended,0.37304794798571767
MetricX-XXL,wmt19_lten,Gemma 2 9B,MCSE,Raw,0.17216936226905086
MetricX-XXL,wmt19_lten,Gemma 2 9B,MCSE,Detrended,0.24542374647670306
MetricX-XXL,wmt19_lten,Gemma 2 9B,MCNSE,Raw,0.3191150499782459
MetricX-XXL,wmt19_lten,Gemma 2 9B,MCNSE,Detrended,0.31891306058891905
MetricX-XXL,wmt19_lten,Gemma 2 9B,LSRL,Raw,0.3436729661315034
MetricX-XXL,wmt19_lten,Gemma 2 9B,LSRL,Detrended,0.308912728857937
MetricX-XXL,wmt19_ruen,Gemma 2 9B,MSP,Raw,0.26543926884820856
MetricX-XXL,wmt19_ruen,Gemma 2 9B,MSP,Detrended,0.3864774138361482
MetricX-XXL,wmt19_ruen,Gemma 2 9B,PPL,Raw,0.34027811675889136
MetricX-XXL,wmt19_ruen,Gemma 2 9B,PPL,Detrended,0.3709505082195683
MetricX-XXL,wmt19_ruen,Gemma 2 9B,MTE,Raw,0.35006489276103253
MetricX-XXL,wmt19_ruen,Gemma 2 9B,MTE,Detrended,0.41376491640088653
MetricX-XXL,wmt19_ruen,Gemma 2 9B,MCSE,Raw,0.22853798916905285
MetricX-XXL,wmt19_ruen,Gemma 2 9B,MCSE,Detrended,0.35161022207245135
MetricX-XXL,wmt19_ruen,Gemma 2 9B,MCNSE,Raw,0.38112168888076786
MetricX-XXL,wmt19_ruen,Gemma 2 9B,MCNSE,Detrended,0.3971453412237721
MetricX-XXL,wmt19_ruen,Gemma 2 9B,LSRL,Raw,0.33533046778155207
MetricX-XXL,wmt19_ruen,Gemma 2 9B,LSRL,Detrended,0.34298703927814317
Comet WMT22,wmt14_csen,Llama 3.1 8B,MSP,Raw,0.4244433995724548
Comet WMT22,wmt14_csen,Llama 3.1 8B,MSP,Detrended,0.4687667568744989
Comet WMT22,wmt14_csen,Llama 3.1 8B,PPL,Raw,0.4172419203330615
Comet WMT22,wmt14_csen,Llama 3.1 8B,PPL,Detrended,0.5209564341935427
Comet WMT22,wmt14_csen,Llama 3.1 8B,MTE,Raw,0.44451740095477477
Comet WMT22,wmt14_csen,Llama 3.1 8B,MTE,Detrended,0.5760739189296077
Comet WMT22,wmt14_csen,Llama 3.1 8B,MCSE,Raw,0.3646169630793558
Comet WMT22,wmt14_csen,Llama 3.1 8B,MCSE,Detrended,0.3759817364788187
Comet WMT22,wmt14_csen,Llama 3.1 8B,MCNSE,Raw,0.4810979688617009
Comet WMT22,wmt14_csen,Llama 3.1 8B,MCNSE,Detrended,0.4856360013824867
Comet WMT22,wmt14_csen,Llama 3.1 8B,LSRL,Raw,0.44809572362229333
Comet WMT22,wmt14_csen,Llama 3.1 8B,LSRL,Detrended,0.41186073764483566
Comet WMT22,wmt14_deen,Llama 3.1 8B,MSP,Raw,0.3943381895702435
Comet WMT22,wmt14_deen,Llama 3.1 8B,MSP,Detrended,0.4874111776902879
Comet WMT22,wmt14_deen,Llama 3.1 8B,PPL,Raw,0.45542054956936034
Comet WMT22,wmt14_deen,Llama 3.1 8B,PPL,Detrended,0.5147907318258307
Comet WMT22,wmt14_deen,Llama 3.1 8B,MTE,Raw,0.4785245431008445
Comet WMT22,wmt14_deen,Llama 3.1 8B,MTE,Detrended,0.5626331608383074
Comet WMT22,wmt14_deen,Llama 3.1 8B,MCSE,Raw,0.3221173803270793
Comet WMT22,wmt14_deen,Llama 3.1 8B,MCSE,Detrended,0.3560863518237088
Comet WMT22,wmt14_deen,Llama 3.1 8B,MCNSE,Raw,0.4353442957197908
Comet WMT22,wmt14_deen,Llama 3.1 8B,MCNSE,Detrended,0.4412620479574951
Comet WMT22,wmt14_deen,Llama 3.1 8B,LSRL,Raw,0.443841730665517
Comet WMT22,wmt14_deen,Llama 3.1 8B,LSRL,Detrended,0.40799319234694187
Comet WMT22,wmt14_ruen,Llama 3.1 8B,MSP,Raw,0.45269833324634934
Comet WMT22,wmt14_ruen,Llama 3.1 8B,MSP,Detrended,0.48079256513743174
Comet WMT22,wmt14_ruen,Llama 3.1 8B,PPL,Raw,0.3709834106289464
Comet WMT22,wmt14_ruen,Llama 3.1 8B,PPL,Detrended,0.5263241866156294
Comet WMT22,wmt14_ruen,Llama 3.1 8B,MTE,Raw,0.40644893614942645
Comet WMT22,wmt14_ruen,Llama 3.1 8B,MTE,Detrended,0.5886034204650681
Comet WMT22,wmt14_ruen,Llama 3.1 8B,MCSE,Raw,0.3471265419827787
Comet WMT22,wmt14_ruen,Llama 3.1 8B,MCSE,Detrended,0.32786513663235045
Comet WMT22,wmt14_ruen,Llama 3.1 8B,MCNSE,Raw,0.40050846268689416
Comet WMT22,wmt14_ruen,Llama 3.1 8B,MCNSE,Detrended,0.47338399578612544
Comet WMT22,wmt14_ruen,Llama 3.1 8B,LSRL,Raw,0.38173949024506265
Comet WMT22,wmt14_ruen,Llama 3.1 8B,LSRL,Detrended,0.4358050831675306
Comet WMT22,wmt14_fren,Llama 3.1 8B,MSP,Raw,0.3494917395284792
Comet WMT22,wmt14_fren,Llama 3.1 8B,MSP,Detrended,0.39803671297015736
Comet WMT22,wmt14_fren,Llama 3.1 8B,PPL,Raw,0.3138641956213274
Comet WMT22,wmt14_fren,Llama 3.1 8B,PPL,Detrended,0.4124305070490263
Comet WMT22,wmt14_fren,Llama 3.1 8B,MTE,Raw,0.3737622938890502
Comet WMT22,wmt14_fren,Llama 3.1 8B,MTE,Detrended,0.4837290509589576
Comet WMT22,wmt14_fren,Llama 3.1 8B,MCSE,Raw,0.29565874871089726
Comet WMT22,wmt14_fren,Llama 3.1 8B,MCSE,Detrended,0.2795818681080751
Comet WMT22,wmt14_fren,Llama 3.1 8B,MCNSE,Raw,0.35789758092049007
Comet WMT22,wmt14_fren,Llama 3.1 8B,MCNSE,Detrended,0.39467727863319674
Comet WMT22,wmt14_fren,Llama 3.1 8B,LSRL,Raw,0.34554389674186786
Comet WMT22,wmt14_fren,Llama 3.1 8B,LSRL,Detrended,0.3243248408793365
Comet WMT22,wmt19_deen,Llama 3.1 8B,MSP,Raw,0.4579067225503741
Comet WMT22,wmt19_deen,Llama 3.1 8B,MSP,Detrended,0.5105719888205362
Comet WMT22,wmt19_deen,Llama 3.1 8B,PPL,Raw,0.4069100472226224
Comet WMT22,wmt19_deen,Llama 3.1 8B,PPL,Detrended,0.4587300734891074
Comet WMT22,wmt19_deen,Llama 3.1 8B,MTE,Raw,0.4179266190225899
Comet WMT22,wmt19_deen,Llama 3.1 8B,MTE,Detrended,0.545678281680194
Comet WMT22,wmt19_deen,Llama 3.1 8B,MCSE,Raw,0.3606553815080882
Comet WMT22,wmt19_deen,Llama 3.1 8B,MCSE,Detrended,0.3849707409940348
Comet WMT22,wmt19_deen,Llama 3.1 8B,MCNSE,Raw,0.4318546013615363
Comet WMT22,wmt19_deen,Llama 3.1 8B,MCNSE,Detrended,0.4496584694759942
Comet WMT22,wmt19_deen,Llama 3.1 8B,LSRL,Raw,0.45991667060211977
Comet WMT22,wmt19_deen,Llama 3.1 8B,LSRL,Detrended,0.4042376963904441
Comet WMT22,wmt19_fien,Llama 3.1 8B,MSP,Raw,0.1863485813804621
Comet WMT22,wmt19_fien,Llama 3.1 8B,MSP,Detrended,0.46713456764930067
Comet WMT22,wmt19_fien,Llama 3.1 8B,PPL,Raw,0.5158845940928607
Comet WMT22,wmt19_fien,Llama 3.1 8B,PPL,Detrended,0.520739074716117
Comet WMT22,wmt19_fien,Llama 3.1 8B,MTE,Raw,0.5396894593140971
Comet WMT22,wmt19_fien,Llama 3.1 8B,MTE,Detrended,0.560740943932025
Comet WMT22,wmt19_fien,Llama 3.1 8B,MCSE,Raw,0.08462610281475262
Comet WMT22,wmt19_fien,Llama 3.1 8B,MCSE,Detrended,0.3182376194756673
Comet WMT22,wmt19_fien,Llama 3.1 8B,MCNSE,Raw,0.4552029681057542
Comet WMT22,wmt19_fien,Llama 3.1 8B,MCNSE,Detrended,0.45659525923824146
Comet WMT22,wmt19_fien,Llama 3.1 8B,LSRL,Raw,0.36787966736238303
Comet WMT22,wmt19_fien,Llama 3.1 8B,LSRL,Detrended,0.3667283638282681
Comet WMT22,wmt19_lten,Llama 3.1 8B,MSP,Raw,0.28781632548855557
Comet WMT22,wmt19_lten,Llama 3.1 8B,MSP,Detrended,0.4729009202663231
Comet WMT22,wmt19_lten,Llama 3.1 8B,PPL,Raw,0.47471389456831276
Comet WMT22,wmt19_lten,Llama 3.1 8B,PPL,Detrended,0.49475666635525145
Comet WMT22,wmt19_lten,Llama 3.1 8B,MTE,Raw,0.5183372862935993
Comet WMT22,wmt19_lten,Llama 3.1 8B,MTE,Detrended,0.5553486538768893
Comet WMT22,wmt19_lten,Llama 3.1 8B,MCSE,Raw,0.20081155535731213
Comet WMT22,wmt19_lten,Llama 3.1 8B,MCSE,Detrended,0.3553952239048909
Comet WMT22,wmt19_lten,Llama 3.1 8B,MCNSE,Raw,0.4833246638200708
Comet WMT22,wmt19_lten,Llama 3.1 8B,MCNSE,Detrended,0.4847962902932958
Comet WMT22,wmt19_lten,Llama 3.1 8B,LSRL,Raw,0.42037656583567595
Comet WMT22,wmt19_lten,Llama 3.1 8B,LSRL,Detrended,0.39954665179432913
Comet WMT22,wmt19_ruen,Llama 3.1 8B,MSP,Raw,0.4314846239557551
Comet WMT22,wmt19_ruen,Llama 3.1 8B,MSP,Detrended,0.4137886226768542
Comet WMT22,wmt19_ruen,Llama 3.1 8B,PPL,Raw,0.315136494187825
Comet WMT22,wmt19_ruen,Llama 3.1 8B,PPL,Detrended,0.46435484031673896
Comet WMT22,wmt19_ruen,Llama 3.1 8B,MTE,Raw,0.3306383238915915
Comet WMT22,wmt19_ruen,Llama 3.1 8B,MTE,Detrended,0.5258244227906861
Comet WMT22,wmt19_ruen,Llama 3.1 8B,MCSE,Raw,0.3592330391307836
Comet WMT22,wmt19_ruen,Llama 3.1 8B,MCSE,Detrended,0.3199067405659707
Comet WMT22,wmt19_ruen,Llama 3.1 8B,MCNSE,Raw,0.35287193017264856
Comet WMT22,wmt19_ruen,Llama 3.1 8B,MCNSE,Detrended,0.4385902324387661
Comet WMT22,wmt19_ruen,Llama 3.1 8B,LSRL,Raw,0.34711076272805447
Comet WMT22,wmt19_ruen,Llama 3.1 8B,LSRL,Detrended,0.380174985166118
Comet WMT22,wmt14_csen,Gemma 2 9B,MSP,Raw,0.3980281934154919
Comet WMT22,wmt14_csen,Gemma 2 9B,MSP,Detrended,0.4820652165982014
Comet WMT22,wmt14_csen,Gemma 2 9B,PPL,Raw,0.4355824600337033
Comet WMT22,wmt14_csen,Gemma 2 9B,PPL,Detrended,0.4566554002396981
Comet WMT22,wmt14_csen,Gemma 2 9B,MTE,Raw,0.44278695693537357
Comet WMT22,wmt14_csen,Gemma 2 9B,MTE,Detrended,0.49246490155197953
Comet WMT22,wmt14_csen,Gemma 2 9B,MCSE,Raw,0.31858233401029706
Comet WMT22,wmt14_csen,Gemma 2 9B,MCSE,Detrended,0.3944817807635056
Comet WMT22,wmt14_csen,Gemma 2 9B,MCNSE,Raw,0.4420735577423437
Comet WMT22,wmt14_csen,Gemma 2 9B,MCNSE,Detrended,0.43770174258355926
Comet WMT22,wmt14_csen,Gemma 2 9B,LSRL,Raw,0.3996484849215278
Comet WMT22,wmt14_csen,Gemma 2 9B,LSRL,Detrended,0.37992486307451034
Comet WMT22,wmt14_deen,Gemma 2 9B,MSP,Raw,0.3730956509156523
Comet WMT22,wmt14_deen,Gemma 2 9B,MSP,Detrended,0.5010967761982117
Comet WMT22,wmt14_deen,Gemma 2 9B,PPL,Raw,0.483771437778783
Comet WMT22,wmt14_deen,Gemma 2 9B,PPL,Detrended,0.5061035362677894
Comet WMT22,wmt14_deen,Gemma 2 9B,MTE,Raw,0.48888523925686556
Comet WMT22,wmt14_deen,Gemma 2 9B,MTE,Detrended,0.5367015307170576
Comet WMT22,wmt14_deen,Gemma 2 9B,MCSE,Raw,0.3079413688029587
Comet WMT22,wmt14_deen,Gemma 2 9B,MCSE,Detrended,0.43123580234388775
Comet WMT22,wmt14_deen,Gemma 2 9B,MCNSE,Raw,0.5018209055149132
Comet WMT22,wmt14_deen,Gemma 2 9B,MCNSE,Detrended,0.4993667510220929
Comet WMT22,wmt14_deen,Gemma 2 9B,LSRL,Raw,0.47286596064064196
Comet WMT22,wmt14_deen,Gemma 2 9B,LSRL,Detrended,0.4625014600641705
Comet WMT22,wmt14_ruen,Gemma 2 9B,MSP,Raw,0.42501131738086734
Comet WMT22,wmt14_ruen,Gemma 2 9B,MSP,Detrended,0.47328249654959814
Comet WMT22,wmt14_ruen,Gemma 2 9B,PPL,Raw,0.381592713647498
Comet WMT22,wmt14_ruen,Gemma 2 9B,PPL,Detrended,0.4959991324600618
Comet WMT22,wmt14_ruen,Gemma 2 9B,MTE,Raw,0.38436938637560353
Comet WMT22,wmt14_ruen,Gemma 2 9B,MTE,Detrended,0.5289827496306675
Comet WMT22,wmt14_ruen,Gemma 2 9B,MCSE,Raw,0.35338637898536485
Comet WMT22,wmt14_ruen,Gemma 2 9B,MCSE,Detrended,0.3754164349441813
Comet WMT22,wmt14_ruen,Gemma 2 9B,MCNSE,Raw,0.4169342151693558
Comet WMT22,wmt14_ruen,Gemma 2 9B,MCNSE,Detrended,0.47987532817937395
Comet WMT22,wmt14_ruen,Gemma 2 9B,LSRL,Raw,0.4004864671052671
Comet WMT22,wmt14_ruen,Gemma 2 9B,LSRL,Detrended,0.4473716686605496
Comet WMT22,wmt14_fren,Gemma 2 9B,MSP,Raw,0.28625524250549683
Comet WMT22,wmt14_fren,Gemma 2 9B,MSP,Detrended,0.38257072909417644
Comet WMT22,wmt14_fren,Gemma 2 9B,PPL,Raw,0.3610052566151823
Comet WMT22,wmt14_fren,Gemma 2 9B,PPL,Detrended,0.3997238919752696
Comet WMT22,wmt14_fren,Gemma 2 9B,MTE,Raw,0.37135042991652567
Comet WMT22,wmt14_fren,Gemma 2 9B,MTE,Detrended,0.4364891190367375
Comet WMT22,wmt14_fren,Gemma 2 9B,MCSE,Raw,0.283131470586384
Comet WMT22,wmt14_fren,Gemma 2 9B,MCSE,Detrended,0.3521179036201538
Comet WMT22,wmt14_fren,Gemma 2 9B,MCNSE,Raw,0.37000882095463183
Comet WMT22,wmt14_fren,Gemma 2 9B,MCNSE,Detrended,0.3885461277816444
Comet WMT22,wmt14_fren,Gemma 2 9B,LSRL,Raw,0.3277667600337111
Comet WMT22,wmt14_fren,Gemma 2 9B,LSRL,Detrended,0.3192088306048016
Comet WMT22,wmt19_deen,Gemma 2 9B,MSP,Raw,0.4901975324672689
Comet WMT22,wmt19_deen,Gemma 2 9B,MSP,Detrended,0.5332538773276565
Comet WMT22,wmt19_deen,Gemma 2 9B,PPL,Raw,0.44484457798368865
Comet WMT22,wmt19_deen,Gemma 2 9B,PPL,Detrended,0.46612034332646013
Comet WMT22,wmt19_deen,Gemma 2 9B,MTE,Raw,0.4361468512985898
Comet WMT22,wmt19_deen,Gemma 2 9B,MTE,Detrended,0.5056805813214285
Comet WMT22,wmt19_deen,Gemma 2 9B,MCSE,Raw,0.40591280260369245
Comet WMT22,wmt19_deen,Gemma 2 9B,MCSE,Detrended,0.47186687479463
Comet WMT22,wmt19_deen,Gemma 2 9B,MCNSE,Raw,0.4730176039593972
Comet WMT22,wmt19_deen,Gemma 2 9B,MCNSE,Detrended,0.4912631036997222
Comet WMT22,wmt19_deen,Gemma 2 9B,LSRL,Raw,0.43178410032000986
Comet WMT22,wmt19_deen,Gemma 2 9B,LSRL,Detrended,0.4111464145721446
Comet WMT22,wmt19_fien,Gemma 2 9B,MSP,Raw,0.1847322612627859
Comet WMT22,wmt19_fien,Gemma 2 9B,MSP,Detrended,0.4222181165583535
Comet WMT22,wmt19_fien,Gemma 2 9B,PPL,Raw,0.4556923402237238
Comet WMT22,wmt19_fien,Gemma 2 9B,PPL,Detrended,0.4558441964882471
Comet WMT22,wmt19_fien,Gemma 2 9B,MTE,Raw,0.4868396623505006
Comet WMT22,wmt19_fien,Gemma 2 9B,MTE,Detrended,0.4925729869952176
Comet WMT22,wmt19_fien,Gemma 2 9B,MCSE,Raw,0.09225852622088578
Comet WMT22,wmt19_fien,Gemma 2 9B,MCSE,Detrended,0.3070330231768505
Comet WMT22,wmt19_fien,Gemma 2 9B,MCNSE,Raw,0.4133053838699012
Comet WMT22,wmt19_fien,Gemma 2 9B,MCNSE,Detrended,0.41374037495512306
Comet WMT22,wmt19_fien,Gemma 2 9B,LSRL,Raw,0.3958858471415503
Comet WMT22,wmt19_fien,Gemma 2 9B,LSRL,Detrended,0.39992693930266576
Comet WMT22,wmt19_lten,Gemma 2 9B,MSP,Raw,0.3498283077152618
Comet WMT22,wmt19_lten,Gemma 2 9B,MSP,Detrended,0.3596880328112728
Comet WMT22,wmt19_lten,Gemma 2 9B,PPL,Raw,0.3039736132585588
Comet WMT22,wmt19_lten,Gemma 2 9B,PPL,Detrended,0.32117314667813057
Comet WMT22,wmt19_lten,Gemma 2 9B,MTE,Raw,0.30168504513458
Comet WMT22,wmt19_lten,Gemma 2 9B,MTE,Detrended,0.35980252171636157
Comet WMT22,wmt19_lten,Gemma 2 9B,MCSE,Raw,0.28667081525283494
Comet WMT22,wmt19_lten,Gemma 2 9B,MCSE,Detrended,0.2942182657276923
Comet WMT22,wmt19_lten,Gemma 2 9B,MCNSE,Raw,0.35189053097398826
Comet WMT22,wmt19_lten,Gemma 2 9B,MCNSE,Detrended,0.3513458135262976
Comet WMT22,wmt19_lten,Gemma 2 9B,LSRL,Raw,0.33822376386874453
Comet WMT22,wmt19_lten,Gemma 2 9B,LSRL,Detrended,0.27909425356531703
Comet WMT22,wmt19_ruen,Gemma 2 9B,MSP,Raw,0.4005152831737308
Comet WMT22,wmt19_ruen,Gemma 2 9B,MSP,Detrended,0.41152544945435654
Comet WMT22,wmt19_ruen,Gemma 2 9B,PPL,Raw,0.3051826468790683
Comet WMT22,wmt19_ruen,Gemma 2 9B,PPL,Detrended,0.35486659656119635
Comet WMT22,wmt19_ruen,Gemma 2 9B,MTE,Raw,0.30435909802249644
Comet WMT22,wmt19_ruen,Gemma 2 9B,MTE,Detrended,0.40100376221662676
Comet WMT22,wmt19_ruen,Gemma 2 9B,MCSE,Raw,0.3606208721969693
Comet WMT22,wmt19_ruen,Gemma 2 9B,MCSE,Detrended,0.3866277375284459
Comet WMT22,wmt19_ruen,Gemma 2 9B,MCNSE,Raw,0.3730063674840428
Comet WMT22,wmt19_ruen,Gemma 2 9B,MCNSE,Detrended,0.40539492085381884
Comet WMT22,wmt19_ruen,Gemma 2 9B,LSRL,Raw,0.3363172144788169
Comet WMT22,wmt19_ruen,Gemma 2 9B,LSRL,Detrended,0.34960123755752476
BLEU,wmt14_csen,Llama 3.1 8B,MSP,Raw,0.20027819462291127
BLEU,wmt14_csen,Llama 3.1 8B,MSP,Detrended,0.35686721733930704
BLEU,wmt14_csen,Llama 3.1 8B,PPL,Raw,0.3976036961536334
BLEU,wmt14_csen,Llama 3.1 8B,PPL,Detrended,0.41148155096925065
BLEU,wmt14_csen,Llama 3.1 8B,MTE,Raw,0.36164717467555374
BLEU,wmt14_csen,Llama 3.1 8B,MTE,Detrended,0.38587771959782474
BLEU,wmt14_csen,Llama 3.1 8B,MCSE,Raw,0.1436693062013279
BLEU,wmt14_csen,Llama 3.1 8B,MCSE,Detrended,0.26935159198175185
BLEU,wmt14_csen,Llama 3.1 8B,MCNSE,Raw,0.3432456661917329
BLEU,wmt14_csen,Llama 3.1 8B,MCNSE,Detrended,0.34402026482877057
BLEU,wmt14_csen,Llama 3.1 8B,LSRL,Raw,0.3267859867006238
BLEU,wmt14_csen,Llama 3.1 8B,LSRL,Detrended,0.3289892951285286
BLEU,wmt14_deen,Llama 3.1 8B,MSP,Raw,0.25563270324267756
BLEU,wmt14_deen,Llama 3.1 8B,MSP,Detrended,0.46309043468754274
BLEU,wmt14_deen,Llama 3.1 8B,PPL,Raw,0.4870634831310194
BLEU,wmt14_deen,Llama 3.1 8B,PPL,Detrended,0.5010748646019167
BLEU,wmt14_deen,Llama 3.1 8B,MTE,Raw,0.4721958119567264
BLEU,wmt14_deen,Llama 3.1 8B,MTE,Detrended,0.48923772020433154
BLEU,wmt14_deen,Llama 3.1 8B,MCSE,Raw,0.15816879587908284
BLEU,wmt14_deen,Llama 3.1 8B,MCSE,Detrended,0.32102183855806415
BLEU,wmt14_deen,Llama 3.1 8B,MCNSE,Raw,0.4048475541731789
BLEU,wmt14_deen,Llama 3.1 8B,MCNSE,Detrended,0.4056680303376624
BLEU,wmt14_deen,Llama 3.1 8B,LSRL,Raw,0.3944498242575658
BLEU,wmt14_deen,Llama 3.1 8B,LSRL,Detrended,0.398578492311954
BLEU,wmt14_ruen,Llama 3.1 8B,MSP,Raw,0.25519261964571543
BLEU,wmt14_ruen,Llama 3.1 8B,MSP,Detrended,0.4021784058962175
BLEU,wmt14_ruen,Llama 3.1 8B,PPL,Raw,0.4290100723194987
BLEU,wmt14_ruen,Llama 3.1 8B,PPL,Detrended,0.4182850248398293
BLEU,wmt14_ruen,Llama 3.1 8B,MTE,Raw,0.41525158892799435
BLEU,wmt14_ruen,Llama 3.1 8B,MTE,Detrended,0.400592306126518
BLEU,wmt14_ruen,Llama 3.1 8B,MCSE,Raw,0.15910078474838438
BLEU,wmt14_ruen,Llama 3.1 8B,MCSE,Detrended,0.27535738686790284
BLEU,wmt14_ruen,Llama 3.1 8B,MCNSE,Raw,0.33524464151421235
BLEU,wmt14_ruen,Llama 3.1 8B,MCNSE,Detrended,0.3364898808019855
BLEU,wmt14_ruen,Llama 3.1 8B,LSRL,Raw,0.29552315656906686
BLEU,wmt14_ruen,Llama 3.1 8B,LSRL,Detrended,0.26941496310159163
BLEU,wmt14_fren,Llama 3.1 8B,MSP,Raw,0.1461720788894848
BLEU,wmt14_fren,Llama 3.1 8B,MSP,Detrended,0.34465068902928353
BLEU,wmt14_fren,Llama 3.1 8B,PPL,Raw,0.41715474631454297
BLEU,wmt14_fren,Llama 3.1 8B,PPL,Detrended,0.412977131791855
BLEU,wmt14_fren,Llama 3.1 8B,MTE,Raw,0.4265981736067312
BLEU,wmt14_fren,Llama 3.1 8B,MTE,Detrended,0.41575305535627605
BLEU,wmt14_fren,Llama 3.1 8B,MCSE,Raw,0.08333085407485333
BLEU,wmt14_fren,Llama 3.1 8B,MCSE,Detrended,0.2413161574217088
BLEU,wmt14_fren,Llama 3.1 8B,MCNSE,Raw,0.3219044859420875
BLEU,wmt14_fren,Llama 3.1 8B,MCNSE,Detrended,0.3166810002823405
BLEU,wmt14_fren,Llama 3.1 8B,LSRL,Raw,0.3071731415053753
